Question;Option A;Option B;Option C;Option D;Answer,,,,,,,,
Which of the following describes Encapsulation in Object-Oriented Programming? (Variation 37);Hiding implementation details;Creating multiple forms of a function;None of the above;Wrapping data and functions into a single unit;D,,,,,,,,
Which of the following describes Polymorphism in Object-Oriented Programming? (Variation 38);Having many forms of a method;None of the above;Memory allocation;Restricting access to variables;A,,,,,,,,
Which of the following describes Inheritance in Object-Oriented Programming? (Variation 39);Hiding implementation details;Function overloading;None of the above;Acquiring properties of an existing class;D,,,,,,,,
Which of the following describes Inheritance in Object-Oriented Programming? (Variation 40);Acquiring properties of an existing class;Function overloading;Hiding implementation details;None of the above;A,,,,,,,,
Which of the following describes Encapsulation in Object-Oriented Programming? (Variation 41);Hiding implementation details;Wrapping data and functions into a single unit;None of the above;Creating multiple forms of a function;B,,,,,,,,
Which of the following describes Polymorphism in Object-Oriented Programming? (Variation 42);Restricting access to variables;Having many forms of a method;None of the above;Memory allocation;B,,,,,,,,
Which of the following describes Polymorphism in Object-Oriented Programming? (Variation 43);None of the above;Memory allocation;Having many forms of a method;Restricting access to variables;C,,,,,,,,
Which of the following describes Inheritance in Object-Oriented Programming? (Variation 44);Function overloading;Hiding implementation details;None of the above;Acquiring properties of an existing class;D,,,,,,,,
Which of the following describes Polymorphism in Object-Oriented Programming? (Variation 45);None of the above;Memory allocation;Restricting access to variables;Having many forms of a method;D,,,,,,,,
Which of the following describes Inheritance in Object-Oriented Programming? (Variation 46);None of the above;Acquiring properties of an existing class;Function overloading;Hiding implementation details;B,,,,,,,,
Which of the following describes Inheritance in Object-Oriented Programming? (Variation 47);Acquiring properties of an existing class;Hiding implementation details;Function overloading;None of the above;A,,,,,,,,
Which of the following describes Abstraction in Object-Oriented Programming? (Variation 48);Hiding the implementation complexity;None of the above;Wrapping data and functions;Combining multiple classes;A,,,,,,,,
Which of the following describes Encapsulation in Object-Oriented Programming? (Variation 49);None of the above;Hiding implementation details;Creating multiple forms of a function;Wrapping data and functions into a single unit;D,,,,,,,,
What is the output of this exception handling block?<br><code>try {
  int a = 100 / 0,
"  print(""A""),"
} catch (Exception e) {
"  print(""B""),"
} finally {
"  print(""C""),"
}</code>;A C;B C;B;A B C;B,,,,,,,,
  int a = 20 / 0,
  int a = 10 / 0,
  int a = 50 / 0,
"Predict the output of the Python code:<br><code>s = ""algorithm""<br>print(s.find(""o""))</code>";3;4;-1;2;A,,,,,,,,
"Predict the output of the Python code:<br><code>s = ""aptitude""<br>print(s.find(""p""))</code>";2;0;1;-1;C,,,,,,,,
"Predict the output of the Python code:<br><code>s = ""algorithm""<br>print(s.find(""z""))</code>";9;ValueError;0;-1;D,,,,,,,,
"Predict the output of the Python code:<br><code>s = ""developer""<br>print(s.index(""z""))</code>";-1;0;9;ValueError;D,,,,,,,,
"Predict the output of the Python code:<br><code>s = ""developer""<br>print(s.index(""e""))</code>";0;1;-1;2;B,,,,,,,,
"Predict the output of the Python code:<br><code>s = ""aptitude""<br>print(s.index(""i""))</code>";4;3;2;-1;B,,,,,,,,
"Predict the output of the Python code:<br><code>s = ""programming""<br>print(s.find(""z""))</code>";0;ValueError;11;-1;D,,,,,,,,
"Predict the output of the Python code:<br><code>s = ""aptitude""<br>print(s.index(""u""))</code>";5;-1;6;4;A,,,,,,,,
"Predict the output of the Python code:<br><code>s = ""programming""<br>print(s.index(""a""))</code>";-1;6;5;4;C,,,,,,,,
"Predict the output of the Python code:<br><code>s = ""database""<br>print(s.index(""a""))</code>";-1;0;1;2;C,,,,,,,,
"Predict the output of the Python code:<br><code>s = ""database""<br>print(s.index(""z""))</code>";0;8;ValueError;-1;C,,,,,,,,
"Predict the output of the Python code:<br><code>s = ""aptitude""<br>print(s.find(""i""))</code>";4;2;-1;3;D,,,,,,,,
"Predict the output of the Python code:<br><code>s = ""programming""<br>print(s.find(""a""))</code>";6;4;5;-1;C,,,,,,,,
"Predict the output of the Python code:<br><code>s = ""algorithm""<br>print(s.index(""z""))</code>";-1;0;ValueError;9;C,,,,,,,,
"Predict the output of the Python code:<br><code>s = ""programming""<br>print(s.find(""g""))</code>";3;4;2;-1;A,,,,,,,,
"Predict the output of the Python code:<br><code>s = ""programming""<br>print(s.index(""r""))</code>";-1;1;0;2;B,,,,,,,,
"Predict the output of the Python code:<br><code>s = ""aptitude""<br>print(s.index(""z""))</code>";ValueError;8;0;-1;A,,,,,,,,
"Predict the output of the Python code:<br><code>s = ""algorithm""<br>print(s.index(""i""))</code>";4;-1;5;6;C,,,,,,,,
"Predict the output of the Python code:<br><code>s = ""database""<br>print(s.find(""a""))</code>";1;2;0;-1;A,,,,,,,,
"Predict the output of the Python code:<br><code>s = ""programming""<br>print(s.index(""g""))</code>";-1;3;4;2;B,,,,,,,,
"Predict the output of the Python code:<br><code>s = ""aptitude""<br>print(s.index(""p""))</code>";2;0;-1;1;D,,,,,,,,
"Predict the output of the Python code:<br><code>s = ""algorithm""<br>print(s.index(""l""))</code>";2;-1;0;1;D,,,,,,,,
"Predict the output of the Python code:<br><code>s = ""developer""<br>print(s.find(""e""))</code>";2;-1;1;0;C,,,,,,,,
"Predict the output of the Python code:<br><code>s = ""programming""<br>print(s.index(""z""))</code>";0;11;-1;ValueError;D,,,,,,,,
"Predict the output of the Python code:<br><code>s = ""developer""<br>print(s.find(""z""))</code>";ValueError;-1;9;0;B,,,,,,,,
"Predict the output of the Python code:<br><code>s = ""aptitude""<br>print(s.find(""u""))</code>";4;5;6;-1;B,,,,,,,,
"Predict the output of the Python code:<br><code>s = ""algorithm""<br>print(s.index(""o""))</code>";-1;2;4;3;D,,,,,,,,
"Predict the output of the Python code:<br><code>s = ""algorithm""<br>print(s.find(""l""))</code>";0;1;2;-1;B,,,,,,,,
"Predict the output of the Python code:<br><code>s = ""aptitude""<br>print(s.find(""z""))</code>";8;ValueError;-1;0;C,,,,,,,,
What is the output in Java?<br><code>int res = 7 + 3 * 2,<br>System.out.println(res),</code>;23;21;20;13;D,,,,,,,,
What is the output in Java?<br><code>int res = 8 + 5 * 1,<br>System.out.println(res),</code>;13;13;38;41;A,,,,,,,,
What is the output in Java?<br><code>int res = 5 + 3 * 2,<br>System.out.println(res),</code>;17;37;16;11;D,,,,,,,,
What is the output in Java?<br><code>int res = 9 + 4 * 3,<br>System.out.println(res),</code>;21;39;39;17;A,,,,,,,,
What is the output in Java?<br><code>int res = 9 + 3 * 4,<br>System.out.println(res),</code>;48;21;43;31;B,,,,,,,,
What is the output in Java?<br><code>int res = 6 + 5 * 4,<br>System.out.println(res),</code>;12;44;26;34;C,,,,,,,,
What is the output in Java?<br><code>int res = 3 + 5 * 3,<br>System.out.println(res),</code>;24;26;18;18;C,,,,,,,,
What is the output in Java?<br><code>int res = 8 + 4 * 3,<br>System.out.println(res),</code>;35;20;36;38;B,,,,,,,,
What is the output in Java?<br><code>int res = 6 + 3 * 4,<br>System.out.println(res),</code>;36;35;22;18;D,,,,,,,,
What is the output in Java?<br><code>int res = 7 + 2 * 2,<br>System.out.println(res),</code>;16;11;18;16;B,,,,,,,,
What is the output in Java?<br><code>int res = 6 + 3 * 2,<br>System.out.println(res),</code>;18;12;20;23;B,,,,,,,,
What is the output in Java?<br><code>int res = 8 + 2 * 2,<br>System.out.println(res),</code>;12;46;18;20;A,,,,,,,,
What is the output in Java?<br><code>int res = 7 + 4 * 2,<br>System.out.println(res),</code>;22;15;29;30;B,,,,,,,,
What is the output in Java?<br><code>int res = 9 + 5 * 1,<br>System.out.println(res),</code>;14;46;14;22;A,,,,,,,,
What is the output in Java?<br><code>int res = 9 + 4 * 1,<br>System.out.println(res),</code>;37;13;18;13;B,,,,,,,,
What is the output in Java?<br><code>int res = 7 + 4 * 4,<br>System.out.println(res),</code>;23;40;44;32;A,,,,,,,,
What is the output in Java?<br><code>int res = 9 + 4 * 4,<br>System.out.println(res),</code>;52;30;40;25;D,,,,,,,,
What is the output in Java?<br><code>int res = 6 + 5 * 2,<br>System.out.println(res),</code>;16;11;32;22;A,,,,,,,,
What is the output in Java?<br><code>int res = 4 + 5 * 1,<br>System.out.println(res),</code>;9;21;13;9;A,,,,,,,,
What is the output in Java?<br><code>int res = 3 + 2 * 3,<br>System.out.println(res),</code>;9;9;26;15;A,,,,,,,,
What is the output in Java?<br><code>int res = 7 + 5 * 2,<br>System.out.println(res),</code>;17;37;24;37;A,,,,,,,,
What is the output in Java?<br><code>int res = 7 + 2 * 1,<br>System.out.println(res),</code>;29;15;9;9;C,,,,,,,,
What is the output in Java?<br><code>int res = 6 + 2 * 4,<br>System.out.println(res),</code>;32;33;16;14;D,,,,,,,,
What is the output in Java?<br><code>int res = 4 + 2 * 3,<br>System.out.println(res),</code>;11;28;10;18;C,,,,,,,,
What is the output in Java?<br><code>int res = 4 + 4 * 2,<br>System.out.println(res),</code>;18;16;12;33;C,,,,,,,,
What is the output in Java?<br><code>int res = 4 + 3 * 3,<br>System.out.println(res),</code>;21;44;13;15;C,,,,,,,,
What is the output in Java?<br><code>int res = 6 + 4 * 3,<br>System.out.println(res),</code>;27;18;27;30;B,,,,,,,,
What is the output in Java?<br><code>int res = 4 + 4 * 4,<br>System.out.println(res),</code>;32;48;20;20;C,,,,,,,,
What is the output in Java?<br><code>int res = 6 + 2 * 3,<br>System.out.println(res),</code>;12;24;15;22;A,,,,,,,,
What is the output in Java?<br><code>int res = 7 + 3 * 1,<br>System.out.println(res),</code>;10;21;10;22;A,,,,,,,,
What is the output in Java?<br><code>int res = 5 + 3 * 1,<br>System.out.println(res),</code>;48;16;8;8;C,,,,,,,,
What is the output in Java?<br><code>int res = 7 + 4 * 1,<br>System.out.println(res),</code>;11;11;29;14;A,,,,,,,,
What is the output in Java?<br><code>int res = 3 + 4 * 2,<br>System.out.println(res),</code>;14;11;22;14;B,,,,,,,,
What is the output in Java?<br><code>int res = 9 + 5 * 2,<br>System.out.println(res),</code>;19;28;28;47;A,,,,,,,,
What is the output in Java?<br><code>int res = 6 + 5 * 1,<br>System.out.println(res),</code>;11;31;11;31;A,,,,,,,,
What is the output in Java?<br><code>int res = 3 + 3 * 4,<br>System.out.println(res),</code>;24;15;13;13;B,,,,,,,,
What is the output in Java?<br><code>int res = 8 + 3 * 4,<br>System.out.println(res),</code>;25;28;20;44;C,,,,,,,,
What is the output in Java?<br><code>int res = 6 + 2 * 2,<br>System.out.println(res),</code>;10;11;14;16;A,,,,,,,,
What is the output in Java?<br><code>int res = 7 + 3 * 3,<br>System.out.println(res),</code>;19;30;24;16;D,,,,,,,,
What is the output in Java?<br><code>int res = 5 + 2 * 2,<br>System.out.println(res),</code>;9;41;12;14;A,,,,,,,,
What is the output in Java?<br><code>int res = 8 + 2 * 4,<br>System.out.println(res),</code>;16;36;20;40;A,,,,,,,,
What is the output in Java?<br><code>int res = 9 + 2 * 2,<br>System.out.println(res),</code>;20;36;22;13;D,,,,,,,,
What is the output in Java?<br><code>int res = 8 + 3 * 1,<br>System.out.println(res),</code>;25;11;11;25;B,,,,,,,,
What is the output in Java?<br><code>int res = 6 + 3 * 1,<br>System.out.println(res),</code>;39;9;19;9;B,,,,,,,,
What is the output in Java?<br><code>int res = 3 + 3 * 2,<br>System.out.println(res),</code>;11;12;9;31;C,,,,,,,,
What is the output in Java?<br><code>int res = 9 + 2 * 3,<br>System.out.println(res),</code>;21;33;15;27;C,,,,,,,,
What is the output in Java?<br><code>int res = 5 + 2 * 3,<br>System.out.println(res),</code>;13;23;11;21;C,,,,,,,,
What is the output in Java?<br><code>int res = 4 + 5 * 2,<br>System.out.println(res),</code>;18;14;22;26;B,,,,,,,,
What is the output in Java?<br><code>int res = 3 + 2 * 2,<br>System.out.println(res),</code>;10;8;7;27;C,,,,,,,,
What is the output in Java?<br><code>int res = 3 + 4 * 1,<br>System.out.println(res),</code>;48;7;7;13;B,,,,,,,,
What is the output in Java?<br><code>int res = 3 + 5 * 2,<br>System.out.println(res),</code>;13;17;44;16;A,,,,,,,,
What is the output in Java?<br><code>int res = 5 + 5 * 1,<br>System.out.println(res),</code>;13;10;26;10;B,,,,,,,,
What is the output in Java?<br><code>int res = 5 + 4 * 1,<br>System.out.println(res),</code>;21;9;9;11;B,,,,,,,,
What is the output in Java?<br><code>int res = 5 + 4 * 2,<br>System.out.println(res),</code>;22;13;18;13;B,,,,,,,,
What is the output in Java?<br><code>int res = 5 + 3 * 4,<br>System.out.println(res),</code>;27;32;17;19;C,,,,,,,,
What is the output in Java?<br><code>int res = 6 + 3 * 3,<br>System.out.println(res),</code>;15;39;27;21;A,,,,,,,,
What gets printed?<br><code>i = 96<br>while i &lt, 121:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 4</code>;96 100 104 108 112 116 120 124;96 100 104 108 112 116 120;100 104 108 112 116 120;96 100 104 108 112 116;B,,,,,,,,
What gets printed?<br><code>i = 54<br>while i &lt, 69:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 3</code>;54 57 60 63 66 69;54 57 60 63 66;57 60 63 66;54 57 60 63;B,,,,,,,,
What gets printed?<br><code>i = 47<br>while i &lt, 58:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 4</code>;47 51;47 51 55 59;47 51 55;51 55;C,,,,,,,,
What gets printed?<br><code>i = 27<br>while i &lt, 44:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 2</code>;27 29 31 33 35 37 39 41 43 45;29 31 33 35 37 39 41 43;27 29 31 33 35 37 39 41;27 29 31 33 35 37 39 41 43;D,,,,,,,,
What gets printed?<br><code>i = 15<br>while i &lt, 28:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 5</code>;20 25;15 20 25;15 20;15 20 25 30;B,,,,,,,,
What gets printed?<br><code>i = 40<br>while i &lt, 64:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 4</code>;40 44 48 52 56 60;40 44 48 52 56 60 64;40 44 48 52 56;44 48 52 56 60;A,,,,,,,,
What gets printed?<br><code>i = 60<br>while i &lt, 85:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 5</code>;65 70 75 80;60 65 70 75 80 85;60 65 70 75;60 65 70 75 80;D,,,,,,,,
What gets printed?<br><code>i = 44<br>while i &lt, 60:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 3</code>;44 47 50 53 56 59 62;44 47 50 53 56 59;47 50 53 56 59;44 47 50 53 56;B,,,,,,,,
What gets printed?<br><code>i = 37<br>while i &lt, 48:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 5</code>;42 47;37 42;37 42 47 52;37 42 47;D,,,,,,,,
What gets printed?<br><code>i = 66<br>while i &lt, 88:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 3</code>;66 69 72 75 78 81 84 87 90;66 69 72 75 78 81 84;69 72 75 78 81 84 87;66 69 72 75 78 81 84 87;D,,,,,,,,
What gets printed?<br><code>i = 42<br>while i &lt, 63:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 4</code>;46 50 54 58 62;42 46 50 54 58 62;42 46 50 54 58 62 66;42 46 50 54 58;B,,,,,,,,
What gets printed?<br><code>i = 40<br>while i &lt, 62:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 3</code>;43 46 49 52 55 58 61;40 43 46 49 52 55 58 61;40 43 46 49 52 55 58 61 64;40 43 46 49 52 55 58;B,,,,,,,,
What gets printed?<br><code>i = 87<br>while i &lt, 98:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 5</code>;87 92;92 97;87 92 97 102;87 92 97;D,,,,,,,,
What gets printed?<br><code>i = 73<br>while i &lt, 90:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 3</code>;73 76 79 82 85 88;76 79 82 85 88;73 76 79 82 85;73 76 79 82 85 88 91;A,,,,,,,,
What gets printed?<br><code>i = 59<br>while i &lt, 66:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 4</code>;59 63 67;63;59;59 63;D,,,,,,,,
What gets printed?<br><code>i = 56<br>while i &lt, 73:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 2</code>;56 58 60 62 64 66 68 70;58 60 62 64 66 68 70 72;56 58 60 62 64 66 68 70 72;56 58 60 62 64 66 68 70 72 74;C,,,,,,,,
What gets printed?<br><code>i = 39<br>while i &lt, 58:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 3</code>;39 42 45 48 51 54 57 60;42 45 48 51 54 57;39 42 45 48 51 54;39 42 45 48 51 54 57;D,,,,,,,,
What gets printed?<br><code>i = 75<br>while i &lt, 86:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 4</code>;75 79 83;75 79;75 79 83 87;79 83;A,,,,,,,,
What gets printed?<br><code>i = 80<br>while i &lt, 85:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 2</code>;80 82;80 82 84 86;80 82 84;82 84;C,,,,,,,,
What gets printed?<br><code>i = 89<br>while i &lt, 95:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 2</code>;89 91;89 91 93 95;89 91 93;91 93;C,,,,,,,,
What gets printed?<br><code>i = 55<br>while i &lt, 69:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 2</code>;55 57 59 61 63 65;55 57 59 61 63 65 67;55 57 59 61 63 65 67 69;57 59 61 63 65 67;B,,,,,,,,
What gets printed?<br><code>i = 94<br>while i &lt, 109:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 2</code>;94 96 98 100 102 104 106;94 96 98 100 102 104 106 108;94 96 98 100 102 104 106 108 110;96 98 100 102 104 106 108;B,,,,,,,,
What gets printed?<br><code>i = 79<br>while i &lt, 92:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 2</code>;79 81 83 85 87 89 91 93;79 81 83 85 87 89 91;79 81 83 85 87 89;81 83 85 87 89 91;B,,,,,,,,
What gets printed?<br><code>i = 41<br>while i &lt, 56:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 2</code>;43 45 47 49 51 53 55;41 43 45 47 49 51 53;41 43 45 47 49 51 53 55;41 43 45 47 49 51 53 55 57;C,,,,,,,,
What gets printed?<br><code>i = 55<br>while i &lt, 78:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 4</code>;55 59 63 67 71;55 59 63 67 71 75;59 63 67 71 75;55 59 63 67 71 75 79;B,,,,,,,,
What gets printed?<br><code>i = 2<br>while i &lt, 12:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 4</code>;2 6 10;6 10;2 6;2 6 10 14;A,,,,,,,,
What gets printed?<br><code>i = 69<br>while i &lt, 92:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 4</code>;73 77 81 85 89;69 73 77 81 85;69 73 77 81 85 89;69 73 77 81 85 89 93;C,,,,,,,,
What gets printed?<br><code>i = 35<br>while i &lt, 50:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 4</code>;35 39 43 47 51;39 43 47;35 39 43;35 39 43 47;D,,,,,,,,
What gets printed?<br><code>i = 4<br>while i &lt, 27:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 2</code>;4 6 8 10 12 14 16 18 20 22 24 26;4 6 8 10 12 14 16 18 20 22 24 26 28;6 8 10 12 14 16 18 20 22 24 26;4 6 8 10 12 14 16 18 20 22 24;A,,,,,,,,
What gets printed?<br><code>i = 43<br>while i &lt, 51:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 5</code>;48;43;43 48;43 48 53;C,,,,,,,,
What gets printed?<br><code>i = 53<br>while i &lt, 64:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 4</code>;57 61;53 57;53 57 61 65;53 57 61;D,,,,,,,,
What gets printed?<br><code>i = 5<br>while i &lt, 23:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 2</code>;5 7 9 11 13 15 17 19;5 7 9 11 13 15 17 19 21 23;7 9 11 13 15 17 19 21;5 7 9 11 13 15 17 19 21;D,,,,,,,,
What gets printed?<br><code>i = 33<br>while i &lt, 56:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 4</code>;33 37 41 45 49 53;33 37 41 45 49;37 41 45 49 53;33 37 41 45 49 53 57;A,,,,,,,,
What gets printed?<br><code>i = 78<br>while i &lt, 103:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 3</code>;78 81 84 87 90 93 96 99;78 81 84 87 90 93 96 99 102 105;81 84 87 90 93 96 99 102;78 81 84 87 90 93 96 99 102;D,,,,,,,,
What gets printed?<br><code>i = 46<br>while i &lt, 68:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 2</code>;46 48 50 52 54 56 58 60 62 64 66;46 48 50 52 54 56 58 60 62 64 66 68;46 48 50 52 54 56 58 60 62 64;48 50 52 54 56 58 60 62 64 66;A,,,,,,,,
What gets printed?<br><code>i = 24<br>while i &lt, 36:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 5</code>;24 29 34;24 29 34 39;29 34;24 29;A,,,,,,,,
What gets printed?<br><code>i = 31<br>while i &lt, 40:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 4</code>;35 39;31 35;31 35 39;31 35 39 43;C,,,,,,,,
What gets printed?<br><code>i = 89<br>while i &lt, 103:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 4</code>;89 93 97 101;89 93 97;93 97 101;89 93 97 101 105;A,,,,,,,,
What gets printed?<br><code>i = 69<br>while i &lt, 83:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 2</code>;69 71 73 75 77 79 81;69 71 73 75 77 79;69 71 73 75 77 79 81 83;71 73 75 77 79 81;A,,,,,,,,
What gets printed?<br><code>i = 67<br>while i &lt, 91:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 2</code>;67 69 71 73 75 77 79 81 83 85 87;67 69 71 73 75 77 79 81 83 85 87 89;67 69 71 73 75 77 79 81 83 85 87 89 91;69 71 73 75 77 79 81 83 85 87 89;B,,,,,,,,
What gets printed?<br><code>i = 7<br>while i &lt, 32:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 3</code>;10 13 16 19 22 25 28 31;7 10 13 16 19 22 25 28 31 34;7 10 13 16 19 22 25 28 31;7 10 13 16 19 22 25 28;C,,,,,,,,
What gets printed?<br><code>i = 17<br>while i &lt, 39:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 3</code>;17 20 23 26 29 32 35 38;20 23 26 29 32 35 38;17 20 23 26 29 32 35;17 20 23 26 29 32 35 38 41;A,,,,,,,,
What gets printed?<br><code>i = 84<br>while i &lt, 100:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 5</code>;84 89 94 99;84 89 94 99 104;89 94 99;84 89 94;A,,,,,,,,
What gets printed?<br><code>i = 93<br>while i &lt, 103:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 2</code>;95 97 99 101;93 95 97 99;93 95 97 99 101 103;93 95 97 99 101;D,,,,,,,,
What gets printed?<br><code>i = 61<br>while i &lt, 79:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 2</code>;63 65 67 69 71 73 75 77;61 63 65 67 69 71 73 75 77 79;61 63 65 67 69 71 73 75 77;61 63 65 67 69 71 73 75;C,,,,,,,,
What gets printed?<br><code>i = 73<br>while i &lt, 79:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 3</code>;73 76 79;73;76;73 76;D,,,,,,,,
What gets printed?<br><code>i = 37<br>while i &lt, 44:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 2</code>;37 39 41 43 45;39 41 43;37 39 41;37 39 41 43;D,,,,,,,,
What gets printed?<br><code>i = 72<br>while i &lt, 85:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 3</code>;72 75 78 81 84;75 78 81 84;72 75 78 81;72 75 78 81 84 87;A,,,,,,,,
What gets printed?<br><code>i = 4<br>while i &lt, 20:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 2</code>;6 8 10 12 14 16 18;4 6 8 10 12 14 16 18;4 6 8 10 12 14 16 18 20;4 6 8 10 12 14 16;B,,,,,,,,
What gets printed?<br><code>i = 70<br>while i &lt, 80:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 3</code>;70 73 76;73 76 79;70 73 76 79 82;70 73 76 79;D,,,,,,,,
What gets printed?<br><code>i = 87<br>while i &lt, 98:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 3</code>;87 90 93;87 90 93 96;87 90 93 96 99;90 93 96;B,,,,,,,,
What gets printed?<br><code>i = 78<br>while i &lt, 102:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 3</code>;78 81 84 87 90 93 96 99 102;81 84 87 90 93 96 99;78 81 84 87 90 93 96 99;78 81 84 87 90 93 96;C,,,,,,,,
What gets printed?<br><code>i = 76<br>while i &lt, 98:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 4</code>;80 84 88 92 96;76 80 84 88 92;76 80 84 88 92 96 100;76 80 84 88 92 96;D,,,,,,,,
What gets printed?<br><code>i = 97<br>while i &lt, 115:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 2</code>;97 99 101 103 105 107 109 111 113;97 99 101 103 105 107 109 111;97 99 101 103 105 107 109 111 113 115;99 101 103 105 107 109 111 113;A,,,,,,,,
What gets printed?<br><code>i = 38<br>while i &lt, 51:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 2</code>;38 40 42 44 46 48;38 40 42 44 46 48 50;38 40 42 44 46 48 50 52;40 42 44 46 48 50;B,,,,,,,,
What gets printed?<br><code>i = 62<br>while i &lt, 67:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 3</code>;62 65;62;62 65 68;65;A,,,,,,,,
What gets printed?<br><code>i = 71<br>while i &lt, 79:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 5</code>;71 76;71;71 76 81;76;A,,,,,,,,
What gets printed?<br><code>i = 17<br>while i &lt, 38:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 3</code>;20 23 26 29 32 35;17 20 23 26 29 32 35;17 20 23 26 29 32 35 38;17 20 23 26 29 32;B,,,,,,,,
What gets printed?<br><code>i = 9<br>while i &lt, 23:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 3</code>;9 12 15 18 21 24;9 12 15 18 21;9 12 15 18;12 15 18 21;B,,,,,,,,
What gets printed?<br><code>i = 36<br>while i &lt, 41:<br>&nbsp,&nbsp,print(i, end=' ')<br>&nbsp,&nbsp,i += 5</code>;36 41;36 41 46 51 56 61 66;;36;D,,,,,,,,
